3.9054 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
3.9060 	INFO 	Loaded monitor calibration from ['2025_08_02 15:28']
4.7281 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001AAA2F55C90>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001AAA2F55930>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001AAA2F55AB0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.7282 	EXP 	window1: backgroundImage = ''
4.7282 	EXP 	window1: backgroundFit = 'none'
4.7438 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7443 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7451 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7461 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7470 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7480 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7489 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7494 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7497 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7501 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7510 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7519 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7524 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7530 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7537 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7545 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
