3.9984 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
3.9990 	INFO 	Loaded monitor calibration from ['2025_08_02 15:28']
4.8481 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BD1B6D9CC0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BD1B6D9960>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001BD1B6D9AE0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.8481 	EXP 	window1: backgroundImage = ''
4.8481 	EXP 	window1: backgroundFit = 'none'
4.8644 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8649 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8658 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8669 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8678 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8688 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8698 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8704 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8707 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8710 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8719 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8728 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8733 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8742 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8750 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8759 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8767 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8774 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8781 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8789 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8798 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8807 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8814 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8823 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8831 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8838 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8848 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8852 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8854 	DEBUG 	Uploading Texture Font fontname to graphics card
4.8908 	DEBUG 	Upload of Texture Font fontname complete
4.9060 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9071 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9073 	DEBUG 	Uploading Texture Font fontname to graphics card
4.9128 	DEBUG 	Upload of Texture Font fontname complete
4.9201 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
7.6157 	INFO 	keyboard.Keyboard is using iohub backend.
7.6157 	INFO 	keyboard.Keyboard is using iohub backend.
7.6158 	INFO 	keyboard.Keyboard is using iohub backend.
7.6158 	INFO 	keyboard.Keyboard is using iohub backend.
7.6158 	INFO 	keyboard.Keyboard is using iohub backend.
7.6158 	EXP 	main: status = STARTED
7.6328 	EXP 	Created welcome_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='welcome_message.PNG', interpolate=True, mask=None, maskParams=None, name='welcome_image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1.5, 0.9]), texRes=128.0, units='height', win=Window(...))
7.7056 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
7.7343 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7367 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7390 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7412 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7421 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7431 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7453 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7470 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7487 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7490 	DEBUG 	Uploading Texture Font fontname to graphics card
7.7499 	DEBUG 	Upload of Texture Font fontname complete
7.7546 	EXP 	Created prog = Progress(__class__=<class 'psychopy.visual.progress.Progress'>, anchor=('left', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=4.0, name='prog', opacity=1.0, ori=0.0, pos=array([-0.25, -0.2 ]), size=array([0.5 , 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
7.7561 	EXP 	Created progBar = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('left', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2, draggable=False, fillColor=array([-1.    , -1.    ,  0.0902]), fillColorSpace='rgb', fillRGB=array([-1.    , -1.    ,  0.0902]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=1.5, name='progBar', opacity=1.0, ori=0.0, pos=array([-0.25, -0.2 ]), size=array([0.5 , 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
7.7826 	EXP 	Created prog_2 = Progress(__class__=<class 'psychopy.visual.progress.Progress'>, anchor=('left', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=4.0, name='prog_2', opacity=1.0, ori=0.0, pos=array([-0.25, -0.2 ]), size=array([0.5 , 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
7.7839 	EXP 	Created prog_2Bar = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('left', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2, draggable=False, fillColor=array([-1.    , -1.    ,  0.0902]), fillColorSpace='rgb', fillRGB=array([-1.    , -1.    ,  0.0902]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=1.5, name='prog_2Bar', opacity=1.0, ori=0.0, pos=array([-0.25, -0.2 ]), size=array([0.5 , 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
7.7975 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7986 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7997 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8009 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8020 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8029 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8037 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8048 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8059 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8069 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8080 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8091 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8101 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8112 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8123 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8135 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8146 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8157 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8166 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8177 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8188 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8200 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8211 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8223 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8235 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8247 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8261 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8274 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8285 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8295 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8307 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8318 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8329 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8341 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8353 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8369 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8383 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8397 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
