4.0337 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.0344 	INFO 	Loaded monitor calibration from ['2025_08_02 15:28']
5.0448 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002780006EDA0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002780006ED40>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000278000660E0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.0449 	EXP 	window1: backgroundImage = ''
5.0449 	EXP 	window1: backgroundFit = 'none'
5.0604 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0609 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0617 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0628 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0638 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0649 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0660 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0665 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0668 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0672 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0681 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0693 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0698 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0705 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0716 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0734 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0744 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0751 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0759 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0767 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0777 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0787 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0798 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0808 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0817 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0826 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0837 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0841 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0844 	DEBUG 	Uploading Texture Font fontname to graphics card
5.0909 	DEBUG 	Upload of Texture Font fontname complete
5.1112 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1124 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1127 	DEBUG 	Uploading Texture Font fontname to graphics card
5.1198 	DEBUG 	Upload of Texture Font fontname complete
5.1302 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
8.4652 	INFO 	keyboard.Keyboard is using iohub backend.
8.4653 	INFO 	keyboard.Keyboard is using iohub backend.
